$p=10$
0.000000000000000000e+00	-1.945377999999999830e+01	nan
1.000000000000000000e+00	-1.755857999999999919e+01	nan
2.000000000000000000e+00	-1.456047000000000047e+01	nan
3.000000000000000000e+00	-1.077596999999999916e+01	nan
4.000000000000000000e+00	-6.529060000000000308e+00	nan
5.000000000000000000e+00	-2.102529999999999788e+00	nan
6.000000000000000000e+00	2.277439999999999909e+00	nan
7.000000000000000000e+00	6.435500000000000220e+00	nan
8.000000000000000000e+00	1.023241999999999940e+01	nan
9.000000000000000000e+00	1.355006000000000022e+01	nan
1.000000000000000000e+01	1.628049999999999997e+01	nan
1.100000000000000000e+01	1.832150000000000034e+01	nan
1.200000000000000000e+01	1.957905999999999835e+01	nan
1.300000000000000000e+01	1.997650000000000148e+01	nan
1.400000000000000000e+01	1.946727999999999881e+01	nan
1.500000000000000000e+01	1.804702999999999946e+01	nan
1.600000000000000000e+01	1.576055999999999990e+01	nan
1.700000000000000000e+01	1.270072000000000045e+01	nan
1.800000000000000000e+01	9.001329999999999387e+00	nan
1.900000000000000000e+01	4.827250000000000263e+00	nan
2.000000000000000000e+01	3.660800000000000165e-01	nan
2.100000000000000000e+01	-4.176059999999999661e+00	nan
2.200000000000000000e+01	-8.574690000000000367e+00	nan
2.300000000000000000e+01	-1.258561000000000085e+01	nan
2.400000000000000000e+01	-1.594772000000000034e+01	nan
2.500000000000000000e+01	-1.839842000000000155e+01	nan
2.600000000000000000e+01	-1.970816999999999908e+01	nan
2.700000000000000000e+01	-1.973036000000000101e+01	nan
2.800000000000000000e+01	-1.844691999999999865e+01	nan
2.900000000000000000e+01	-1.598239000000000054e+01	nan
3.000000000000000000e+01	-1.257539000000000051e+01	nan
3.100000000000000000e+01	-8.523189999999999600e+00	nan
3.200000000000000000e+01	-4.126750000000000362e+00	nan
3.300000000000000000e+01	3.454200000000000048e-01	nan
3.400000000000000000e+01	4.671859999999999680e+00	nan
3.500000000000000000e+01	8.676830000000000709e+00	nan
3.600000000000000000e+01	1.222089000000000070e+01	nan
3.700000000000000000e+01	1.518983000000000061e+01	nan
3.800000000000000000e+01	1.748608000000000118e+01	nan
